PassengerId,CryoSleep,Cabin,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e
0179_03,False,G/26/P,3.0,False,0.0,0.0,0.0,0.0,0.0,Sallyl Webstephrey,True,True,False,False,False,False,True
0181_01,False,G/27/P,20.0,False,0.0,0.0,3.0,299.0,92.0,Nancis Brighttt,False,True,False,False,False,False,True
0182_01,True,C/3/P,24.0,False,0.0,0.0,0.0,0.0,0.0,Ksorab Disight,True,False,True,False,False,False,True
0183_01,False,F/36/S,37.0,False,17.0,146.0,426.0,0.0,232.0,Stany Weaves,True,True,False,False,False,False,True
0186_01,False,G/28/P,25.0,False,62.0,0.0,0.0,0.0,956.0,Camiet Shephendry,False,True,False,False,False,False,True
0188_01,True,G/31/S,56.0,False,0.0,0.0,0.0,0.0,0.0,Branda Romez,True,True,False,False,False,False,True
0189_01,False,E/8/P,49.0,False,84.0,3.0,401.0,202.0,98.0,Helly Booters,False,True,False,False,True,False,False
0192_01,True,G/29/P,1.0,False,0.0,0.0,0.0,0.0,0.0,Tance Adavisons,True,True,False,False,False,False,True
0192_02,False,G/29/P,8.0,False,0.0,0.0,0.0,0.0,0.0,Robyny Adavisons,False,True,False,False,False,False,True
0192_03,False,G/29/P,39.0,False,0.0,0.0,10.0,898.0,0.0,Lilace Adavisons,False,True,False,False,False,False,True
0193_01,True,F/41/P,2.0,False,0.0,0.0,0.0,0.0,0.0,Sps Raf,True,False,False,True,False,False,True
0193_03,False,F/41/P,0.0,False,0.0,0.0,0.0,0.0,0.0,Goles Raf,True,False,False,True,False,False,True
0195_01,False,F/42/P,39.0,False,406.0,0.0,867.0,0.0,0.0,Bar Floaf,True,False,False,True,False,False,True
0196_01,False,D/5/P,25.0,False,1052.0,0.0,719.0,0.0,7.0,Caper Emead,False,False,False,True,False,True,False
0197_01,False,C/5/P,36.0,False,0.0,972.0,0.0,795.0,575.0,Astrak Dissper,False,False,True,False,False,False,True
0199_01,True,G/33/S,18.0,False,0.0,0.0,0.0,0.0,0.0,Regana Morrows,False,True,False,False,False,False,True
0200_01,True,G/31/P,15.0,False,0.0,0.0,0.0,0.0,0.0,Elia Colomonson,True,True,False,False,False,False,True
0201_01,True,B/3/S,35.0,False,0.0,0.0,0.0,0.0,0.0,Kaffias Bacistion,True,False,True,False,False,False,True
0201_02,True,B/3/S,47.0,False,0.0,0.0,0.0,0.0,0.0,Edaruma Bacistion,True,False,True,False,False,False,True
0202_01,True,B/9/P,45.0,False,0.0,0.0,0.0,0.0,0.0,Pomera Embleng,True,False,True,False,True,False,False
0203_01,True,C/8/S,51.0,False,0.0,0.0,0.0,0.0,0.0,Ancham Heateele,True,False,True,False,False,False,True
0205_01,False,G/34/S,29.0,False,0.0,2.0,66.0,0.0,705.0,Carma Oneiles,False,True,False,False,False,False,True
0207_01,True,G/32/P,19.0,False,0.0,0.0,0.0,0.0,0.0,Thony Mcfaddennon,False,True,False,False,False,True,False
0211_01,False,F/44/P,29.0,False,902.0,1.0,137.0,0.0,0.0,Pebuts Appie,True,False,False,True,False,False,True
0211_02,True,F/44/P,11.0,False,0.0,0.0,0.0,0.0,0.0,Corsh Appie,True,False,False,True,False,False,True
0211_03,False,F/44/P,17.0,False,848.0,0.0,307.0,182.0,0.0,Picers Date,False,False,False,True,False,False,True
0212_01,False,E/9/P,13.0,False,192.0,0.0,0.0,51.0,739.0,Inen Workmans,False,True,False,False,False,False,True
0212_02,False,F/45/P,35.0,False,147.0,188.0,0.0,10.0,387.0,Shally Workmans,False,True,False,False,False,False,True
0213_01,False,F/46/P,21.0,False,367.0,281.0,0.0,0.0,146.0,Carita Navages,False,True,False,False,False,False,True
0216_01,False,F/40/S,21.0,False,0.0,56.0,0.0,0.0,1918.0,Searla Garnes,False,True,False,False,True,False,False
0217_01,False,F/47/P,38.0,False,1517.0,0.0,0.0,27.0,0.0,Prilly Shieldson,False,True,False,False,False,False,True
0219_01,True,G/36/P,19.0,False,0.0,0.0,0.0,0.0,0.0,Nica River,True,True,False,False,False,False,True
0220_01,True,G/37/P,2.0,False,0.0,0.0,0.0,0.0,0.0,Tyle Wilsoney,True,True,False,False,False,False,True
0220_02,False,G/37/P,0.0,False,0.0,0.0,0.0,0.0,0.0,Wena Wilsoney,True,True,False,False,False,False,True
0220_03,True,G/37/P,13.0,False,0.0,0.0,0.0,0.0,0.0,Branca Wilsoney,False,True,False,False,False,False,True
0220_05,False,F/48/P,16.0,False,0.0,3.0,0.0,0.0,1099.0,Velyne Wilsoney,False,True,False,False,False,False,True
0220_06,False,G/37/P,1.0,False,0.0,0.0,0.0,0.0,0.0,Weney Wilsoney,False,True,False,False,True,False,False
0220_07,True,G/37/P,15.0,False,0.0,0.0,0.0,0.0,0.0,Guye Wilsoney,True,True,False,False,False,False,True
0221_01,False,E/13/S,21.0,False,2237.0,0.0,119.0,0.0,0.0,Cowhex Blan,False,False,False,True,True,False,False
0221_02,False,E/13/S,23.0,False,1215.0,80.0,1.0,2.0,0.0,Yogark Reke,False,False,False,True,False,False,True
0221_03,False,E/13/S,33.0,False,1933.0,12.0,188.0,1.0,0.0,Jacks Reke,False,False,False,True,False,False,True
0221_04,True,E/13/S,21.0,False,0.0,0.0,0.0,0.0,0.0,Eerch Reke,True,False,False,True,False,False,True
0221_05,False,E/13/S,41.0,False,1230.0,0.0,301.0,43.0,1023.0,Panbug Reke,False,False,False,True,False,False,True
0221_06,False,E/13/S,16.0,False,915.0,0.0,221.0,234.0,0.0,Gran Reke,False,False,False,True,False,False,True
0221_07,True,E/13/S,42.0,False,0.0,0.0,0.0,0.0,0.0,Rohs Reke,False,False,False,True,False,False,True
0222_01,False,F/41/S,20.0,False,1406.0,0.0,0.0,11.0,0.0,Gone Perte,False,False,False,True,False,False,True
0222_02,True,F/41/S,24.0,False,0.0,0.0,0.0,0.0,0.0,Colf Deva,True,False,False,True,False,False,True
0222_03,True,E/14/S,16.0,False,0.0,0.0,0.0,0.0,0.0,Grake Perte,True,False,False,True,False,False,True
0223_01,False,G/35/S,21.0,False,0.0,2.0,665.0,0.0,9.0,Evan Sykess,False,True,False,False,False,False,True
0224_01,False,F/42/S,32.0,True,181.0,0.0,5.0,1634.0,0.0,Blues Queen,False,False,False,True,False,False,True
0225_01,True,G/38/P,58.0,False,0.0,0.0,0.0,0.0,0.0,Carly Hortis,True,True,False,False,False,True,False
0229_01,False,F/43/S,24.0,False,4.0,7.0,0.0,713.0,79.0,Done Sellahaney,False,True,False,False,False,False,True
0231_01,False,F/44/S,30.0,False,85.0,0.0,1.0,1720.0,0.0,Krus Nate,False,False,False,True,False,False,True
0233_01,False,F/45/S,32.0,False,56.0,0.0,256.0,1438.0,0.0,Teda Wist,False,False,False,True,False,False,True
0237_01,True,B/11/P,42.0,False,0.0,0.0,0.0,0.0,0.0,Weias Aginge,True,False,True,False,False,False,True
0240_01,True,F/52/P,35.0,False,0.0,0.0,0.0,0.0,0.0,Puffes Crie,True,False,False,True,False,False,True
0243_01,True,G/37/S,21.0,False,0.0,0.0,0.0,0.0,0.0,Lilace Cartyernan,False,True,False,False,False,False,True
0245_01,False,C/6/P,46.0,False,0.0,3571.0,0.0,0.0,7.0,Glueba Repumparte,True,False,True,False,True,False,False
0245_02,False,C/6/P,33.0,False,0.0,86.0,796.0,584.0,10912.0,Anchib Repumparte,False,False,True,False,False,False,True
0246_01,False,D/8/P,21.0,False,2947.0,0.0,287.0,27.0,0.0,Mele Sesa,False,False,False,True,False,False,True
0248_01,False,C/10/S,33.0,False,0.0,1.0,0.0,8620.0,1063.0,Genifi Spanxibus,False,False,True,False,False,False,True
0252_01,False,F/53/P,30.0,False,335.0,695.0,541.0,0.0,0.0,Leenny Byerry,False,True,False,False,False,False,True
0253_01,False,G/42/P,29.0,False,272.0,615.0,0.0,0.0,1.0,Dawne Cardner,False,True,False,False,False,False,True
0254_01,False,F/54/P,21.0,False,702.0,172.0,408.0,2.0,6.0,Race Stenson,True,True,False,False,False,False,True
0255_01,True,A/3/S,24.0,False,0.0,0.0,0.0,0.0,0.0,Ashir Mingious,True,False,True,False,False,False,True
0257_02,True,F/49/S,60.0,False,0.0,0.0,0.0,0.0,0.0,Squars Berte,True,False,False,True,False,False,True
0258_01,False,F/50/S,22.0,False,0.0,0.0,313.0,299.0,92.0,Feryla Cooperkins,False,True,False,False,False,False,True
0260_01,False,E/16/S,26.0,False,0.0,4810.0,0.0,981.0,2054.0,Segino Inderly,False,False,True,False,False,False,True
0261_01,False,F/56/P,26.0,False,66.0,29.0,0.0,0.0,803.0,Dord Bookerson,False,True,False,False,False,False,True
0263_01,True,G/43/P,28.0,False,0.0,0.0,0.0,0.0,0.0,Maen Merkins,True,True,False,False,False,False,True
0267_01,False,F/51/S,13.0,False,118.0,0.0,0.0,754.0,1.0,Lilace Sancockett,False,True,False,False,False,False,True
0269_01,False,F/52/S,47.0,False,0.0,231.0,592.0,0.0,0.0,Lerome Polliamposs,True,True,False,False,True,False,False
0270_01,False,F/59/P,63.0,False,0.0,25.0,128.0,0.0,1240.0,Cathya Fryersonis,False,True,False,False,False,False,True
0277_01,False,F/61/P,50.0,False,44.0,2390.0,0.0,53.0,0.0,Byront Mcdanield,True,True,False,False,True,False,False
0278_02,False,G/45/P,45.0,False,0.0,97.0,0.0,14.0,333.0,Marice Beachez,False,True,False,False,False,False,True
0281_01,False,F/63/P,19.0,False,0.0,0.0,2078.0,0.0,0.0,Derine Pierry,True,True,False,False,False,False,True
0282_01,False,F/54/S,21.0,False,0.0,918.0,0.0,0.0,0.0,Valex Baketton,True,True,False,False,False,False,True
0283_01,True,G/46/P,29.0,False,0.0,0.0,0.0,0.0,0.0,Jacky Santin,True,True,False,False,False,True,False
0283_02,False,F/64/P,22.0,False,146.0,654.0,1.0,0.0,2.0,Roydo Santin,True,True,False,False,False,False,True
0285_01,True,E/16/P,14.0,False,0.0,0.0,0.0,0.0,0.0,Krabik Invebodene,True,False,True,False,False,False,True
0285_02,True,E/16/P,42.0,False,0.0,0.0,0.0,0.0,0.0,Grasath Invebodene,True,False,True,False,True,False,False
0286_01,False,F/65/P,57.0,False,3.0,1281.0,29.0,162.0,13.0,Carita Jimes,False,True,False,False,True,False,False
0287_02,False,B/12/P,28.0,False,0.0,587.0,32.0,6.0,1460.0,Alasym Bootty,False,False,True,False,False,False,True
0288_01,False,F/55/S,19.0,False,0.0,0.0,0.0,0.0,828.0,Gory Delez,False,True,False,False,True,False,False
0289_01,True,C/12/S,19.0,False,0.0,0.0,0.0,0.0,0.0,Furuson Objeciane,True,False,True,False,True,False,False
0290_01,False,B/7/S,26.0,False,0.0,4458.0,0.0,1157.0,262.0,Skaton Excialing,True,False,True,False,True,False,False
0290_02,True,B/7/S,17.0,False,0.0,0.0,0.0,0.0,0.0,Algor Excialing,True,False,True,False,False,False,True
0290_04,False,B/7/S,9.0,False,0.0,0.0,0.0,0.0,0.0,Atino Excialing,True,False,True,False,True,False,False
0291_01,False,D/10/S,40.0,False,0.0,6500.0,88.0,1090.0,0.0,Castab Brakeril,True,False,True,False,False,False,True
0297_01,False,G/47/P,24.0,False,90.0,2.0,1324.0,17.0,0.0,Ernice Gardonadox,True,True,False,False,False,False,True
0298_01,True,A/3/P,57.0,False,0.0,0.0,0.0,0.0,0.0,Ashird Sorbitter,True,False,True,False,True,False,False
0302_01,False,F/67/P,23.0,False,0.0,0.0,15.0,0.0,1370.0,Lesley Shephendry,False,True,False,False,False,False,True
0304_01,False,E/18/S,28.0,False,0.0,422.0,0.0,1851.0,5166.0,Betena Ausivetpul,False,False,True,False,False,False,True
0305_01,False,C/7/P,23.0,False,0.0,584.0,0.0,20.0,2469.0,Suhelik Geousker,False,False,True,False,True,False,False
0306_01,False,E/19/S,23.0,False,368.0,175.0,259.0,1.0,101.0,Dony Estevesters,False,True,False,False,False,False,True
0307_01,False,F/59/S,18.0,False,0.0,0.0,1359.0,0.0,0.0,Natald Hickett,True,True,False,False,False,False,True
0309_01,False,F/60/S,18.0,False,1194.0,0.0,157.0,6.0,0.0,Billya Bowerson,False,True,False,False,False,False,True
0313_01,False,F/68/P,60.0,False,7.0,540.0,1.0,0.0,4.0,Briney Mckinsond,True,True,False,False,False,True,False
0313_03,False,F/68/P,49.0,False,331.0,0.0,0.0,318.0,0.0,Jaimer Mckinsond,True,True,False,False,True,False,False
0313_04,False,G/50/P,0.0,False,0.0,0.0,0.0,0.0,0.0,Hary Mckinsond,True,True,False,False,True,False,False
0314_01,False,G/51/P,26.0,False,386.0,0.0,74.0,0.0,1330.0,Kell Kochroeders,False,True,False,False,True,False,False
0322_01,True,G/45/S,13.0,False,0.0,0.0,0.0,0.0,0.0,Annya Blange,False,True,False,False,False,True,False
